"dates","titles","paragraphs"
"2020-06-08","[포토] 이재용, '마스크 쓰고 법원으로'","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[포토] 마스크 쓰고 묵묵부답 이재용 부회장","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[포토] 구속 전 피의자심문 출석한 이재용 부회장","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[포토] 영장실질심사 출석한 이재용 부회장","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[포토] 구속 갈림길에 선 이재용 부회장","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[영상] 이재용 '운명의 날'…굳게 입 닫은 채 법원 출석","영장실질심사를 받게 된 심경이 어떤지 등을 묻는 취재진 질의에는 답변하지 않았다.  이 부회장을 시작으로 최지성 전 삼성 미래전략실 팀장, 김종중 전 미전실 전략팀장도 영장실질심사에 출석하기 위해 차례로 서울중앙지법에 들어섰다.  이 ... 불필요하다고 주장할 것으로 보인다.  또 삼성이 최근 잇따른 일부 언론 보도 반박문과 호소문을 통해 밝힌 것처럼 삼성물산과 제일모직의 합병이 관련 법 규정과 절차에 따라 이뤄진 것이며, 삼성바이오로직스 회계 처리도 국제 기준에 맞춰 처리됐다는"
"2020-06-08","[포토] 묵묵부답 이재용","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","[포토] 법원 출석하는 이재용 부회장","삼성물산 합병 등 경영권 승계 의혹으로 구속영장이 청구된 이재용 삼성전자 부회장이 8일 오전 구속 전 피의자심문(영장실질심사)을 받기 위해 서울 서초동 서울중앙지법으로 출석하고 있다.  최혁 한경닷컴 기자  chokob@hankyung.com  기사제보 및 보도자료  newsinfo@hankyung.com"
"2020-06-08","이재용, 8개월 만에 다시 포토라인…취재진 질문엔 '묵묵부답'","최지성, 김종중에 앞서 가장 먼저 법정으로…외신 등 취재진 100여명 모여  삼성물산-제일모직 합병과 경영권 승계 과정을 둘러싼 의혹으로 검찰 수사를 받는 이재용(52) 삼성전자 부회장이 8개월 만에 다시 법원 포토라인에 ... 취재진의 카메라 세례를 받으며 조사실로 향했다.  이날 이 부회장과 함께 영장실질심사를 받는 최지성(69) 옛 삼성 미래전략실장(부회장)과 김종중(64) 옛 미전실 전략팀장(사장)은 이 부회장이 법정으로 들어간 직후 차례로 법원에"
"2020-06-08","[영상] '운명의 날' 맞은 이재용…취재진 질문엔 '묵묵부답'","삼성물산-제일모직 합병과 경영권 승계 과정을 둘러싼 의혹을 받고 있는 이재용(52) 삼성전자 부회장이 구속 전 피의자 심문을 받기 위해 8일 오전 서울중앙지법에 출석했는데요, 기자들의 질문에 답하지 않은 채 굳은 표정을 지은 채 법정으로 들어갔습니다.  앞서 이 부회장은 2017년 2월 국정농단 사건으로 구속돼 1년간 수감생활을 하다 2018년 2월 항소심에서 집행유예를 선고받고 석방된 바 있습니다.  구속 여부는 오늘 밤늦게나 내일 새벽 결정될"
"2020-06-08","이재용 구속심사 시작…주가조작·회계사기 혐의 공방","검찰 ""지시·보고 입증"" vs 삼성 ""상식 밖 주장""  삼성 경영권 승계 과정에서 각종 불법행위에 관여한 혐의를 받는 이재용(52) 삼성전자 부회장의 구속 여부가 8일 법원 심사를 ... 위해 합병 전후 각종 불법행위를 동원했다는 이 부회장의 범죄 혐의를 재판부가 얼마나 인정할지도 관건이다.  검찰은 삼성 측이 제일모직 주가를 끌어올리고 삼성물산 주가는 떨어뜨려 제일모직 지분만 23.2% 보유한 이 부회장에게 유리한"
"2020-06-08","[속보] 이재용 삼성전자 부회장 영장실질심사 출석","있나"", ""혐의를 부인하느냐""는 기자들의 질문에 아무런 대답을 하지 않았다. 함께 영장실질심사를 받는 최지성 전 삼성 미래전략실장, 김종중 전 미래전략실 전략팀장 역시 기자들의 질문에 묵묵부답이었다.  검찰은 이 부회장에게 자본시장법상 부정거래 및 시세조종, 주식회사 등의 외부감사에 관한 법률 위반 혐의 등을 적용했다. 검찰은 2015년 삼성물산·제일모직 합병과 삼성바이오로직스의 회계 변경에 이르는 모든 과정이 이 부회장의 안정적인 경영권 승계를 위해"
"2020-06-08","'구속 갈림길' 이재용, 빅데이터 민심은 60%가 ""선처""","검찰의 구속영장 청구에 따라 8일 영장실질심사를 받는 이재용 삼성전자 부회장(  사진  )에 대해 ‘선처’를 바라는 국민들이 많은 것으로 나타났다.  글로벌빅데이터연구소는 삼성 측이 “기소 타당성을 ...uo;(734건) ‘우려하다’(697건) 등이 많았다. 불관용 의견 연관어는 ‘삼성물산’(964건) ‘의혹’(954건) ‘경영권’(942건) &"
"2020-06-08","'삼성 합병·승계 의혹' 이재용 부회장 오늘 구속 갈림길","만이다.  서울중앙지법 원정숙 영장전담 부장판사는 이날 오전 10시 30분 서울법원종합청사 서관 321호 법정에서 이 부회장과 최지성(69) 옛 삼성 미래전략실장(부회장), 김종중(64) 옛 미전실 전략팀장(사장)의 구속 전 피의자 심문(영장실질심사)을 열고 구속 필요성을 심리한다.  검찰은 2015년 삼성물산-제일모직 합병과 이후 삼성바이오로직스의 회계 변경에 이르는 과정이 모두 이 부회장의 안정적인 경영권 승계를 위해 진행됐으며 이 과정에 분식회계와"
"2020-06-08","'삼성 합병·승계 의혹' 이재용 부회장 오늘 구속 기로","원정숙 영장전담 부장판사는 이날 오전 10시 30분 서울법원종합청사 서관 321호 법정에서 이 부회장과 최지성(69) 옛 삼성 미래전략실장(부회장), 김종중(64) 옛 미전실 전략팀장(사장)의 구속 전 피의자 심문(영장실질심사)을 열고 구속 필요성을 심리한다.  구속 여부는 8일 밤늦게나 9일 새벽 결정될 것으로 보인다.  검찰은 2015년 삼성물산-제일모직 합병과 이후 삼성바이오로직스의 회계 변경에 이르는 과정이 모두 이 부회장의 안정적인 경영권 승계를 위해 진행됐으며"
"2020-06-07","[사설] 파렴치 정치인은 빠져나가고 삼성 총수는 구속 걱정하는 현실","이재용 삼성전자 부회장의 구속영장 심사를 하루 앞두고 삼성이 “경영정상화에 매진할 수 있도록 도와 달라”는 이례적인 입장문을 냈다. 삼성은 영장 청구 사유인 ‘삼성물산·제일모직 간... 있다. 하지만 검찰의 잇단 무리수와 사실 확인에 충실하지 않은 일부 매체의 일방적 보도가 횡행하는 점을 감안하면 삼성이 오해를 감수하면서까지 호소문을 낸 데 대한 공감이 커질 수밖에 없다.  우선 검찰 수사는 실체적 진실에 집중하기보다"
"2020-06-07","[시론] 기업인을 범죄자 취급하는 이상한 시선들","설득력을 얻는 이유다.  최근 검찰의 기업인 수사는 이런 정서와는 정반대로 가고 있는 듯하다. 지난 4일 검찰이 삼성바이오로직스(삼바)의 분식회계 건을 이유로 이재용 부회장의 구속영장을 청구한 것이 대표적인 예다. 물론 명백한 위법 ... 많다.  그럼에도 검찰은 자산이 약 4조5000억원 증가해 삼바의 지배회사인 제일모직의 최대주주인 이 부회장이 삼성물산 합병으로 인해 이익 본 것을 문제삼고 있는 듯하다. 그러나 문제는 이 부회장만 이익을 본 게 아니라는 점이다. 다른"
"2020-06-07","28개월 만에 또 '구속 기로' 선 이재용","이재용 삼성전자 부회장의 구속 여부를 가릴 법원 심리가 8일 열린다. 이 부회장은 국정농단 사건으로 구속됐다가 2018년 2월 항소심에서 집행유예로 풀려난 지 2년4개월 만에 재구속 위기에 놓였다.  원정숙 서울중앙지방법원 영장전담 ... 자본시장법상 부정거래 및 시세조종, 주식회사 등의 외부감사에 관한 법률 위반 혐의 등을 적용했다. 이 부회장이 2015년 삼성물산과 제일모직의 합병을 성사시키기 위해 자신이 대주주로 있던 제일모직의 주가를 의도적으로 띄우는 등 시세조종을 했다는"
"2020-06-07","'호소문'까지 낸 삼성 ""무리한 보도, 사법판단 왜곡 우려"" [전문]","이재용 부회장(  사진  )이 다시 한 번 구속 위기를 맞은 삼성전자가 7일 호소문을 내고 “사실에 근거하지 않은 무리한 보도를 자제해달라”고 당부했다.  이 부회장은 오는 8일 구속 전 피의자 심문(영장실질심사)을 ... 삼성과 임직원들이 감당해야 하는 피해가 적지 않습니다. 사실에 근거하지 않은 무리한 보도를 자제해주셨으면 합니다.  삼성물산과 제일모직의 합병은 관련 법 규정과 절차에 따라 적법하게 진행되었습니다. 삼성바이오로직스의 회계처리 역시 국제회계기준에"
"2020-06-07","삼성 ""경제위기 극복하도록 도와달라""…호소문 발표","이재용 삼성전자 부회장이 구속 위기에 몰린 가운데 삼성이 7일 '대언론 호소문'을 냈다.  삼성은 이날 호소문을 통해 ""검찰이 어떤 결과를 내더라도 삼성은 법원과 수사심의위원회 등의 사법적 판단을 존중할 ... 위기를 극복하는 데 그 역할을 수행할 수 있도록 도와달라""고 호소했다.  검찰은 지난 5일 이 부회장이 삼성물산-제일모직 합병 과정에서 경영권 승계와 그룹 지배력 강화를 위해 계열사 합병과 분식회계를 계획하고 진행한 것으로 보고"
"2020-06-07","삼성 ""위기 극복 위해 경영 정상화 절실""…호소문 발표","검찰·재판부 향한 호소""  ""삼성이 위기입니다.  이 위기를 극복하려면 경영이 정상화돼야 합니다.  ""  이재용 삼성전자 부회장이 삼성물산-제일모직 합병과 삼성바이오로직스 회계처리 문제로 또다시 구속 위기에 몰린 가운데 삼성이 호소문을 ... 호소문'이지만, 실제로는 검찰과 8일 이재용 부회장에 대한 영장실질심사를 진행할 재판부를 향한 간절한 당부로 읽힌다.  삼성은 7일 '대언론 호소문'을 발표하고 ""검찰이 어떤 결과를 내더라도 삼성은 법원과 수사심의위원회 등의 사법적 판단을"
"2020-06-07","이재용 구속 기로 소식에 외신들 ""삼성 발목 잡힐 것""","전략 수립 등에 있어서 경쟁력을 상실할 것이라는 관측을 내놓고 있다.  일본 최대 경제지인 니케이는 지난 5일 삼성물산-제일모직 합병과 경영권 승계 의혹과 관련해 검찰이 이 부회장에 대한 구속영장을 청구했다는 소식을 전하며 ""이 ... 그룹의 중장기적인 전략 수립이 지연되는 등의 영향이 있을 수 있다""고 보도했다.  국정농단 파기환송심, 삼성물산-제일모직 합병 사건 등 잇단 재판과 구속 위기가 삼성의 발목을 잡을 것이라는 관측도 나온다.  영국 이코노미스트지는"
