"dates","titles","paragraphs"
"2013-10-01","동국S&C·솔브레인 등","본격화로 실적 모멘텀 부각. 조인트 벤처 설립을 통해 아산공장을 연결 대상 사업장에서 제외시켜 연결 손익 개선. 3분기 영업이익은 전년 동기 대비 20% 증가한 105억원으로 예상돼 실적 개선 지속 전망)  <추천제외종목>  - SK이노베이션  신한금융투자  <신규추천종목>  - 솔브레인(테슬라 효과로 인한 2차전지 배터리 밸류 체인에 대한 관심 급증. 삼성SDI 내 전해액 점유율 50% 수준."
"2013-09-30","GKL·유원컴텍 등","현대백화점과의 시너지 여전히 유효하며 올해 런칭한 신규브랜드 효과가 성수기인 4분기부터 나타날 것으로 기대)  - 유원컴텍  - SK이노베이션(정제 마진 감소와 정기보수 돌입으로 인한 글로벌 정제설비 조업중단이 증대되고 있으나 그로 인한 공급감소와 유가의"
"2013-09-27","서울","상암동 1674번지 상암월드컵파크8단지 203호  ▷조인트래블 서초구 서초1동 1445-3번지 국제전자센터 9층"
"2013-09-27","SK네트웍스, 전기 렌터카 이용 제주여행 상품 출시","정주호 기자=SK네트웍스는 하나투어와 손잡고 내달 1일 제주도에서 친환경 전기 렌터카와 주요 관광지의 숙박지를 연계한 여행상품을 출시한다고 26일 밝혔다.  SK네트웍스 스피드메이트 렌터카가 전기 렌터카를 제공하고 ... 21곳에 급속충전 인프라를 구축, 전기 렌터카를 20∼30분에 걸쳐 완충하는 동안 관광을 즐기는 것도 가능하다.  SK네트웍스는 2009년부터 올해 5월까지 SK이노베이션, SK텔레콤 등과 컨소시엄을 구성, 제주 스마트그리드 실증사업에"
"2013-09-26","SK, '행복한 농원' 등 사회적기업 모델 제시","SK의 사회공헌 활동은 일시적이고 시혜적인 차원이 아니라 '물고기를 잡는 방법'을 가르쳐주는 영속적인 접근을 원칙으로 삼고 있다. SK의 대표적인 사회공헌 활동은 '사회적 기업'과 '인재 양성을 통한 인재보국'이다. 이는 일회성 ... 각층에서 대기업과 중소기업은 물론 취약계층까지 모두 상생할 수 있는 체제를 구축하는 방향으로 진화하고 있다.  SK의 석유화학 부문 지주회사인 SK이노베이션은 다양한 사회공헌 프로그램을 운영하고 있다. 2006년 24시간 영유아"
"2013-09-25","SK이노베이션, 약세…""""3분기 실적 예상 하회 전망""""","SK이노베이션이 3분기 실적 우려 등으로 약세를 나타내고 있다.  25일 오전 9시3분 현재 SK이노베이션은 전날보다 1500원 내린 14만7500원에 거래되고 있다. 이틀째 내림세다.  이날 KDB대우증권은 SK이노베이션에 대해 정제 마진 둔화 여파로 3분기 실적이 시장 예상치에 못 미칠 전망이라고 분석했다.  박연주 KDB대우증권 연구원은 """"SK이노베이션의 3분기 영업이익은 직전 분기 대비 15.8% 증가한 4572억원을 기록해 컨센서스(증권사"
"2013-09-25","""""SK이노베이션, 정제마진 둔화…실적 예상 미달 전망""""-대우","KDB대우증권은 25일 SK이노베이션에 대해 정제 마진 둔화 여파로 3분기 실적이 시장 예상치에 못 미칠 전망이라고 분석했다. 투자의견 '매수'와 목표주가 22만원을 유지했다.  박연주 KDB대우증권 연구원은 """"SK이노베이션의 3분기 영업이익은 직전 분기 대비 15.8% 증가한 4572억원을 기록해 컨센서스 5490억원을 하회할 전망""""이라며 """"7월을 고점으로 정제 마진이 급락하면서 정유 부문 실적이 예상보다 부진할 것""""이라고"
"2013-09-23","SK이노베이션, 템플턴운용이 1% 처분","템플턴자산운용은 23일 SK이노베이션 주식 93만2932주를 처분했다고 공시했다. 이에 따라 보유지분이 5.58%로 줄었다.  한경닷컴 한민수 기자  hms@hankyung.com"
"2013-09-22","멀리보고 오래 묵힌다…장기투자에 알맞은 종목은","성장성이 부각되고 있는 삼성SDI 등 대형 성장주들이 포함됐다. 자회사들의 사업 포트폴리오가 잘 구성돼 있는 GS SK 등 지주회사들도 '마라톤 뛰듯' 오랫동안 투자할 만한 주식으로 추천됐다. 한국의 정보기술과 자동차 산업을 ... 시장이 커지면 2차전지 수요의 급격한 증가로 이어질 수 있다”고 분석했다.  ○SK CJ는 알짜 자회사들이 매력적  SK CJ 등 지주사들은 알짜 자회사들의 덕을 오랜 기간 누릴 것으로 전망된다. SK는 SK텔레콤 SK이노베이션이라는"
"2013-09-16","SK종합화학, 1700억원 딤섬본드 발행","SK종합화학은 중국 닝보에 이중합성고무 합작공장 건설을 위해 홍콩에서 약 1700억원 규모의 위안화 채권을 발행하기로 했다.  SK이노베이션은 16일 SK종합화학의 홍콩 자회사인 SKGCI홍콩이 1681억9750만원의 딤섬본드를 발행하고 이를 SK종합화학이 보증했다고 공시했다. 딤섬본드는 홍콩시장에서 위안화로 발행되는 채권을 말한다.  SK종합화학은 작년 12월부터 중국 국영기업인 닝보화공과 함께 저장성 닝보지역에 5만t 규모의 EPDM 공장을 짓고 있다. 이"
"2013-09-12","연기금, 장바구니 크기 늘린다","이끌었다”며 “올해도 비슷한 패턴이 이어질 것”으로 내다봤다.  ○건설·조선·금융로 눈돌려  국내 증시가 6월 급락 이후 저점에서 회복하는 동안 연기금은 삼성전자주만 집중적으로 사들인 외국인과는 비교되는 모습이다.  지난달 22일 시작된 이번 상승 국면에서도 외국인은 삼성전자와 네이버를 쇼핑"
"2013-09-10","선장 없는 CJ 한화 SK그룹주, 위태로운 항해…신사업 추진 '스톱'","선장 없는 그룹주들의 항해가 위태롭다.  CJ 한화 SK그룹은 오너 부재로 투자 및 인수합병까지 추락하는 등 부진한 모습을 보였지만 하반기 SK텔레콤, SK이노베이션 등 계열사의 실적 호조 덕에 상승세로 돌아섰다.  이훈 한국투자증권 연구원은 """"오너가 없으면"
"2013-09-06","""""SK이노베이션, 정제마진 급락…목표가↓""""-신한","신한금융투자는 6일 SK이노베이션에 대해 정제마진이 급락하고 있다며 목표주가를 21만원에서 20만원을 낮췄다. 투자의견은 '매수'를 유지했다.  이응주 신한금융투자 연구원은 """"9월 현재 복합정제마진은 배럴당 4.4달러로 2011년 이후 최저치""""라며 """"마진 하락의 원인은 수요 부진과 공급 증가 때문""""이라고 밝혔다.  이 연구원은 """"드라이빙 시즌 종료와 동남아 위기로 휘발유 수요가 감소하면서 마진이 급격히 하락했다""""며 """"여기에 지난 8월 전력 성수기가"
"2013-08-30","코스피, 이틀째 상승…저항선 돌파 '성공'","기관은 각각 4395억원과 481억원의 매도 우위다. 프로그램은 차익과 비차익이 모두 순매수로 2708억원의 매수 우위를 나타냈다.  기계 섬유의복 서비스업 등을 제외한 대부분의 업종이 올랐다. 시가총액 상위종목들도 NAVER SK이노베이션 LG디스플레이 등을 빼고 대부분 상승했다.  외국인이 전기전자와 운송장비 업종을 집중적으로 사들여 삼성전자 등이 올랐다. 대장주인 삼성전자는 6거래일 연속 상승 행진을 이어갔다. 현대중공업은"
"2013-08-29","카자흐 카스피해서 원유 발견…관련주 '강세'","카자흐스탄 카스피해에서 탐사 중인 잠빌 시추에서 원유를 발견했다고 전날 밝혔다.  잠빌광구는"
"2013-08-28","유가상승 약발 못받는 국내 정유","우려로 국제유가가 큰 폭으로 상승했음에도 불구, 정유 업체들 주가는 혼조세를 보였다. 전날 미국 증시에서 강세를 보였던 미국 정유사들과 대조적이다. 정유 회사들은 유가가 오르면 정제마진이 개선돼 이익이 늘어나는 게 일반적이다.  SK이노베이션 주가는 28일 1.06% 하락한 14만원에 마감했다. GS는 전날과 같은 5만5500원으로 장을 마쳤다. 에쓰오일만 0.53% 상승했다.  이희철 하이투자증권 연구원은 “국제유가가 갑자기 오를 경우 수요가 급격히 위축될 가능성이 높다”며"
"2013-08-28","석유공사, 카자흐 카스피해 잠빌광구서 원유 발견","익스플로러'호가 처음 투입돼 임무를 수행했다.  잠빌 광구는 카스피해 북부해역 수심 3∼8m, 면적 1935㎢의 해상광구로, 한국컨소시엄가 공동 운영하고 있다.  한국컨소시엄에는 석유공사와 SK이노베이션, 현대하이스코, LG상사, 아주산업, 대성산업, 대우조선해양, 삼성물산 등 8개사가 참여한다.  한국컨소시엄과 KMG는 잠재자원량을 더 확인하기 위해 내년 추가 탐사시추를 벌일 계획이다.  카스피해에서는 전 세계 오일 메이저 등 100여개"
"2013-08-26","일하기 좋은 기업은 삼성전자·SK텔레콤","가장 일하기 좋은 국내 기업으로 삼성전자와 SK텔레콤이 선정됐다.  한국능률협회컨설팅은 직장인 5030명과 전문가 300명을 대상으로 '2013 한국에서 가장 일하기 좋은 기업 조사'를 실시한 결과 제조업에서 삼성전자, 서비스업에서 SK텔레콤이 최고점을 받았다고 26일 밝혔다. 삼성전자는 5년째, SK텔레콤은 6년째 각각 1위를 지켰다.  제조업에서는 유한킴벌리 포스코 유한양행 SK이노베이션 LG화학 현대자동차 LG전자 현대중공업 GS칼텍스 등이"
"2013-08-26","충주 세계조정선수권대회 기업들 '마케팅 전쟁'…삼성·현대차·SK 등 50억 쏟아","번째로 큰 스포츠 행사”라며 “기업들이 이미지 제고를 위해 홍보에 열을 올리고 있다”고 소개했다.  ○후원 기업 11개, 50억원 투입  삼성전자는 국제조정연맹은 로컬 후원사다. 이들 기업을 포함해 모두 11개 기업·기관에서 50억원을 투입해 홍보하고 있다. 장은석 신한은행 브랜드전략본부 대리는 “이번 대회가"
"2013-08-26","""""일하기 가장 좋은 기업은 삼성전자·SK텔레콤""""","한국능률협회컨설팅 조사  우리나라에서 가장 일하기 좋은 기업으로 삼성전자와 SK텔레콤이 꼽혔다.  한국능률협회컨설팅 ... 2008년 이후 6년 연속 1위 자리를 지켰다.  제조업 분야에서는 삼성전자에 이어 유한킴벌리, 포스코, 유한양행, SK이노베이션, LG화학, 현대자동차, LG전자, 현대중공업, GS칼텍스 순으로 상위 10위권을 형성했다.  서비스업 분야에서는"
"2013-08-25","아람코 총재 등 '빅샷' 200여명 '녹색 성장' 밑그림 그린다","소개했다. 한국 일본 중국 등 3개국이 세계 에너지 소비의 약 30%를 차지할 정도로 공급뿐 아니라 수요에서도 큰손으로 떠오른 만큼 아시아 지역의 목소리를 본격적으로 내겠다는 설명이다.  한국 기업들은 23개사가 참가한다. 한국전력과 SK이노베이션이 메인 스폰서 기업으로 활동하고 포스코 GS칼텍스 에쓰오일 현대오일뱅크 현대중공업 SK가스 효성 두산중공업 등이 포함됐다.  에너지 강국 러시아의 면면도 화려하다. 알렉산드르 노바크 에너지장관을 중심으로 가즈프롬,"
"2013-08-23","여름철 코스피 2조 산 연기금…바구니 담은 종목은?","내에선 철강주인 포스코도 16위를 차지했다.  가격 매력이 다소 떨어진"
"2013-08-22","코스피, 낙폭 줄여 1850선 턱걸이…삼성전자 '반등'","반전했다. 현재 0.32% 오른 126만원에 거래되고 있다. 삼성전자는 전날 이건희 삼성그룹 회장의 입원 소식에 부진한 흐름을 이어갔다.  한국전력은 연료비 연동제 시행 소식에 2%대로 뛰었다.  이외에 포스코, 신한지주, KB금융, SK이노베이션 등은 1%대로 하락하고 있다.  현재 유가증권시장 거래대금은 1조3445억 원, 거래량은 1억7609만 주로 집계됐다. 총 77개 종목이 상승하고 있고 하한가 3개를 포함한 706개 종목이 내리고 있다. 46개 종목은 보합을 나타내고"
"2013-08-20","대기업 불황에도 공격적 영업…삼성전자 판촉비 57%↑","공격적인 영업을 펼쳐 선두업체로서의 지위를 확고히 하면서 경기 회복 이후를 대비한 포석으로 풀이된다.  삼성전자는 각종 명목으로 지급한 수수료도 상반기에 4조7천906억원을 지출해 작년보다 54.5% 늘어났다.  현대자동차와 SK이노베이션, 현대중공업 등 업종별 선두업체들도 판매·관리비를 늘린 것으로 나타났다.  현대자동차의 상반기 판매비는 2조9천249억원으로 작년보다 5.2% 늘어났고 관리비 역시 7.0% 증가한 2조8천230억원을 썼다.  현대중공업은 22.1% 증가한"
"2013-08-15","SK 사회적 기업 행복나래, 중국 간다","국내 최대 사회적 기업인 SK의 행복나래가 중국에 진출한다.  15일 SK에 따르면 행복나래는 최근 이사회를 열고 10억원을 출자해 중국 쑤저우에 행복나래 국제무역유한공사를 설립하기로 결의했다. 행복나래 관계자는 “회사의 지속적인 ... 규모가 크다.  행복나래는 연말까지 쑤저우 법인의 대표이사를 임명하고 법인을 출범할 계획이다. 이 회사는 1차적으로 SK의 중국 지주회사인 SK차이나를 비롯해 SK하이닉스 SK이노베이션 등 계열사들의 중국 법인에 MRO를 공급할 예정이다."
"2013-08-14","SK루브리컨츠 IPO '먹구름'…상반기 순이익 7분의 1로 줄어","마켓인사이트  8월14일 오후 4시15분  올해 기업공개 시장 최대어로 꼽히던 SK루브리컨츠의 올 상반기 실적이 크게 악화된 것으로 나타났다. 순이익이 지난해 같은 기간에 비해 7분의 1 토막나면서 연내 증시 상장은 ... 같은 기간보다 11%가량 감소했고, 영업이익은 6분의 1로 줄었다. 순이익은 198억원으로 7분의 1 토막났다.  SK루브리컨츠는 SK이노베이션이 지분 100%를 갖고 있는 SK그룹 계열사로 윤활유사업을 맡고 있다. SK루브리컨츠는"
"2013-08-13","정유·화학, 최악은 피했지만 … """"업황 불확실성 여전""""","원으로 지난해 같은 기간보다 0.49% 늘어났다. 시장 눈높이를 소폭 웃도는 수준으로 컨센서스보다 2.71% 높았다.  이날까지 실적을 내놓은 기업 중 절반 가량이 컨센서스를 웃도는 실적을 발표하거나 충족했다.  SK이노베이션과 롯데케미칼 S-Oil의 영업이익은 전년 동기와 비교해 흑자 전환했다. SK이노베이션은 컨센서스보다 26% 이상 개선됐다. 금호석유는 컨센서스보다 3.96% 웃돈 767억 원의 이익을 냈다. 롯데케미칼은 컨센서스에 소폭 못미쳤다."
"2013-08-05","SK,  시노펙과 나프타분해시설 합작…FCCL 2호라인 증설, 미래사업 육성","SK는 그룹 주력사업인 에너지 부문과 반도체, 화학 및 바이오 등에서 신기술 개발과 시장 개척에 속도를 내고 있다. 올해 창립 60주년을 맞은 SK는 계열사별로 핵심 사업경쟁력을 키우고 신성장 동력을 찾기 위해 구체적인 실천방안을 ... 공장은 석유화학 제품의 기초원료인 에틸렌을 연간 80만t, 폴리에틸렌을 연간 60만t 생산할 수 있는 시설이다. SK이노베이션의 석유사업 자회사인 SK에너지는 지난 7월 인천 콤플렉스와 트레이딩 사업부를 분할, 글로벌 경쟁력을 한층 강화하고"
"2013-08-01","'휴가철 맞아?'…대기업 총수들 한여름 '비상경영'","점 등을 고려해 당분간은 일에만 전념하겠다는 의지로 해석하고 있다""""고 전했다.  그룹 총수가 사법처리 등으로 부재한 SK, 한화, 태광산업은 총수의 빈자리를 대신해 '비상경영'의 키를 넘겨받은 경영진이 휴가를 반납한 채 경영 정상화에 매진하고 있다.  김창근 SK수펙스추구협의회 의장은 공식 휴가 일정을 잡지 않고 있다.  SK하이닉스가 2분기 사상 최대 규모의 이익을 내고 SK이노베이션과 SK텔레콤도 상반기 경영에서 선전을 했지만 하반기에 세계경기"
"2013-08-01","2분기 실적 쇼크? """"No, 실적 개선 가능성 높아""""","이는 지난 1분기 어닝 시즌에도 확인할 수 있었다고 전했다. 기업 주가가 저평가를 받는 중에 어닝 서프라이즈가 발생한다면 투자자들의 관심을 받을 수 있는 계기가 되기 때문이다.  우리투자증권은 2분기 어닝 시즌을 맞아 '밸류에이션 매력'을 가진 '어닝 서프라이즈' 종목으로, 자동차 업종의 현대차 기아차를 비롯해 SK이노베이션, 대우인터내셔널, 녹십자, SK C&C를 선정했다.  한경닷컴 정형석 기자  chs8790@hankyung.com"
"2013-07-31","지갑 닫는 '지갑' 장세…피터 린치라면 어떻게","않더라도 낙폭이 과대했던 경기민감주들이 정상화할 가능성마저 간과해선 안된다”고 했다. 유 팀장은 '절대저평가' 국면에 들어간 종목으로 삼성전자 LG전자 같은 정보기술주와 이마트 롯데쇼핑 등 내수주, 대림산업 현대건설의 건설주, SK이노베이션 등 일부 화학주, 자화전자와 일진디스플레이 실리콘웍스 등 일부 중소형주를 꼽았다.  ○“남 따라 하다간 피만 본다”  '집중적인 관심을 받고 있는 성장산업의 최고 인기 주식은 피하라'는 게 린치의 조언이다. 실제 올 장세에선 2개월"
"2013-07-30","""""SK이노베이션, 3분기에도 실적 안정성 부각될 것""""-이트레이드","이트레이드증권은 30일 SK이노베이션에 대해 올 3분기에도 실적 안정성이 부각될 것이라며 투자의견 '매수'와 목표주가 20만원을유지했다.  이 증권사 한승재 연구원은 """"시장 기대치를 웃돌았던 2분기 실적 발표 이후 경쟁업체 대비 견조한 실적 안전성에 대한 관심이 높아지고 있다""""며 """"3분기 실적 역시 시장 기대치를 웃돌 것""""이라고 예상했다.  특히 정유 부문의 실적 회복이 두드러질 것이라는 전망이다.  한 연구원은 """"정유부문의 원가경쟁력을 바탕으로"
"2013-07-29","유진테크·제일기획 등","LG화학  - 효성(섬유사업과 화학사업부의"
"2013-07-28","전자 빼면 영업익 '반토막'…삼성, 웃지 못한 이유 있었네","'29.11% vs -1.44%.'  지난 26일까지 2분기 잠정실적을 발표한 삼성 현대자동차 LG SK 등 4대 그룹 소속 27개 상장사의 올 2분기 영업이익보다 29.11% ... SK하이닉스를 품에 안은 최태원 회장의 승부수가 '1조1136억원'이라는 분기 기준 최대 영업이익으로 이어졌다. SK하이닉스 영업이익률은 28.31%로 4대그룹 계열사 중 최고 수준이다.  주력 계열사인 SK이노베이션도 3954억원의"
"2013-07-26","KB금융 '어닝 쇼크'","KB금융지주의 2분기 순이익이 70% 급감했다. 은행의 순이자마진이 하락한데다 주가 하락에 따른 보유주식 손실처리 등 1회성 요인이 컸기 때문이다. SK이노베이션은 흑자전환했고, 현대건설도 실적이 개선됐다.  KB금융지주는 연결재무제표 기준 올 2분기 영업이익이 4514억원으로 작년 동기보다 39.58% 감소했다고 26일 공시했다. 같은 기간 매출은 5조9780억원으로 2.45%, 순이익은 1652억원으로 70.13% 줄었다. 순이자이익은 1분기와"
"2013-07-26","SK이노베이션, 호실적에 반등…예상치 웃돌아","SK이노베이션이 2분기 호실적에 힘입어 장중 반등하며 강세를 나타내고 있다.  26일 오전 10시16분 현재 SK이노베이션은 전날보다 3000원 오른 15만원에 거래되고 있다.  SK이노베이션은 이날 지난 2분기 연결 영업이익이 3954억6000만원으로 전년 동기 대비 흑자 전환했다고 공시했다.  이는 시장 추정치인 3123억원을 웃도는 실적이다.  또 같은 기간 매출액은 10.7% 줄어든 16조8526억을 당기순이익은 흑자로 돌아선"
"2013-07-26","SK이노베이션, 2분기 영업익 3954억…흑자전환","SK이노베이션은 26일 지난 2분기 연결 영업이익이 3954억6000만원으로 전년 동기 대비 흑자 전환했다고 공시했다.  같은기간 매출액은 10.7% 줄어든 16조8526억을 당기순이익은 흑자로 돌아선 2710억200만원으로 잠정 집계됐다.  한경닷컴 이하나 기자  lhn@hankyung.com"
"2013-07-25","코스피, 외인·연기금 '사자'에도 1900선 약보합","의약품 등이 하락했다.  시가총액 상위주들은 상승이 많았다. 삼성전자는 131만5000원에 보합으로 장을 끝냈다. 현대차 현대모비스 기아차 등 자동차3인방도 1% 안팎의 오름세를 나타냈다. 포스코 SK하이닉스 LG화학 SK텔레콤 등도 올랐다. 신한지주 한국전력 현대중공업 KB금융 SK이노베이션 LG전자 등은 약세를 보였다.  이날 코스피 시장에서는 309개 종목이 오르고 495개 종목은 하락했다. 거래량은 3억400만 주, 거래대금은"
"2013-07-24","코스피, 소폭 상승 … 외국인 사흘째 '사자'","종이목재 등은 하락했다.  시가총액 상위 종목은 많이 올랐다. 삼성전자는 0.61% 오르며 131만5000원으로 장을 마쳤다.현대차 포스코 현대모비스 기아차 SK하이닉스 SK이노베이션 등이 상승했다. 삼성생명 신한지주 SK텔레콤 등은 빠졌다.  코스피 상승종목은 452개이며 하락 종목은 342개였다. 거래량은 3억1600만 주, 거래대금은 3조4500억 원이었다.  코스닥지수도 소폭 상승했다."
"2013-07-23","2분긱 실적 전망치↓…자동차·섬유의복 개선 기대↑-신영","연구원은 """"일본 및 독일 제외 모든 국가의 실적은 하향조정되고 있다""""며 """"호텔·레저, 소프트웨어, 반도체, 통신 등 경기둔감 업종 제외한 전 업종 이익이 하향될 수 있다""""고 예상했다.  이번 주중에는 IT 등 대표주들의 실적이 공개된다.  이 연구원은 """"지난해부터"
"2013-07-23","23일 국내 증시, 관망세 이어질 듯","이경수 신영증권 연구원은 """"일본 및 독일 제외 모든 국가의 실적은 하향 조정되고 있다"""" 며 """"호텔·레저, 소프트웨어, 반도체, 통신 등 경기둔감 업종 제외한 전 업종 이익이 떨어질 수 있다""""고 지적했다.  IT 등 대표주들의 실적이 공개된다. 한경닷컴 이민하 기자"
"2013-07-22","코스피, 1880선  상승폭 축소…건설주↑","전기전자 오른 542.23을 기록중이다. 외국인이 89억 원 순매수인 반면 기관은 2억 원 매도 우위다.  서울 외환시장에서"
"2013-07-21","역시 SK! 감탄하게 한 그 광고","일자리 창출 등 사회문제를 해결해 나가는 SK의 진정성을 있는 그대로 보여 주고자 했다”고 설명했다. SK는 연말까지 행복도시락, 행복나래 등 다양한 사회적 기업을 광고 소재로 활용할 계획이다.  한편 SK이노베이션은 '더 나은 미래를 위한 이노베이션 아이디어'를 주제로 에너지, 환경, 사회공익 등 분야에서 혁신 아이디어를 공모한다. 19~34세의 청년들이 4명 이내의 팀을 꾸려 아이디어를 구상해 내달 18일까지 기획안을 제출하면 된다. 최우수 이노베이터에게는"
"2013-07-21","살아나니…'미·수·다'에 빠진 증시","팔릴 전망이다. 하반기엔 BMW, 아우디, 폭스바겐 등 유럽 주요 자동차업체들도 새로운 전기차를 내놓는다.  백찬규 삼성증권 연구원은 “전기차 보급 가능성을 테슬라가 증명해 전기차 시장 기대가 커졌다”며 “삼성SDI, LG화학, SK이노베이션은 유럽 주요 자동차업체의 핵심 협력업체여서 수혜 가능성이 높다”고 말했다. 백 연구원은 “이들 업체가 2차전지와 관련해 향후 얼마나 경쟁력을 쌓아갈지가 관건”이라고 말했다.  미국이 주도하는 TPP 관련주도 주목받고 있다. TPP가"
"2013-07-19","시총순위 보면 업황 보인다…보험·쇼핑·통신 약진",")까지 밀렸다. 작년 말 17위 등 경기불황기에"
"2013-07-19","2분기 실적에 쏠리는 눈…낮아진 눈높이 충족할까","""""LG화학의 2분기 영업이익은 전년 동기 대비 1.9% 감소한 4903억원 수준을 기록할 것으로 추정된다""""며 """"SK이노베이션 등이다.  한경닷컴 이민하 기자  mina"
"2013-07-15","""""시장 관심은 벌써 3분기""""…실적 기대주 '주목'","최대 실적을 기록할 가능성이 높다""""면서 """"모두투어도 수익성 높은 장거리 노선은 이미 다 팔릴 정도로 예약률이 좋아 3분기 실적 개선을 보일 것""""이라고 말했다.  2분기 실적 우려로 최근 낙폭이 컸던 정유주도 다시 꿈틀거리고 있다. SK이노베이션은 이달 들어 8% 뛰었으며 S-Oil은 0.9% 올랐다.  이같은 주가 상승은 이집트 정국 불안 등 정치적 이슈 덕도 있다. 하지만 3분기 계절적으로 정제마진이 강세를 보인다는 점이 실적 개선 요인으로 꼽힌다. 파라자일렌"
"2013-07-15","""""정유, 휘발유 마진 급등…3분기 실적 개선""""-대우","있지만 관련 우려가 주가에 선반영된 상태라고 진단했다.  아울러 현재의 정제 마진 및 유가 수준에서도 3분기 정유사 실적은 컨센서스 마진에 긍정적인 영향을 줄 전망""""이라며 """"SK이노베이션을 최선호주로 유지하고 S-Oil, GS도 긍정적인 모멘텀을 기대한다""""고 덧붙였다.  한경닷컴 오정민 기자  blooming@hankyung.com"
"2013-07-14","일주일 열고 문닫는 '게릴라 가게'의 비밀","나마'다. 한 달 동안 3만잔이 팔렸고, 매출은 2억원에 달했다.올 들어 가로수길에서 팝업매장을 낸 화장품 브랜드만 해도 SK-Ⅱ, 에스티로더, 샤넬, 크리니크 등 손에 꼽기 힘들 정도다. 롯데백화점과 두산타워 등은 아예 팝업스토어 공간을 마련해 제공중이다.  유통업체들만 팝업스토어를 개설하는 것은 아니다. 마케팅효과가 크다는 게 알려지면서 SK이노베이션은 지난달 말부터 이달 초까지 서린동 SK빌딩 앞에서 국내 최초로 사회적 기업을 위한 팝업스토어를 열었다. 사회적 기업이"
"2013-07-14","SK 공장 근무복  by 이상봉 디자이너","SK이노베이션이 50년 만에 공장 근무복을 바꿨다. 유명 디자이너인 이상봉 씨가 디자인을 맡았다.  14일 SK에 따르면 SK이노베이션과 자회사인 SK에너지, SK종합화학, SK루브리컨츠 등은 이달 초 울산 공장 엔지니어 근무복을 푸른색 계통에서 회색 계통으로 새로 맞췄다. 1962년 출범한 대한석유공사가 전신인 SK이노베이션은 올해 설립 51년째를 맞아 새로운 50년을 준비하자는 취지에서 근무복을 변경했다. SK 관계자는 “근무복 교체를"
"2013-07-12","최태원이 공들인 SK 사회적기업 정부 인증","연매출 1500억원 규모의 국내 최대 사회적기업이 탄생했다.  SK 계열의 기업 소모성자재과 SK텔레콤("
"2013-07-08","SK, 동반성장펀드 올 3500억으로 확대","SK의 사회공헌 활동은 자금, 교육, 시스템 등을 함께 묶어 종합적으로 펼치는 것이 특징이다. 보여주기식 일회성 행사가 아니라 실질적인 효과를 극대화하자는 취지에서 마련된 것이다. 행복경영을 추구하는 그룹의 경영철학이 SK 사회공헌의 ... 협력사 직원들이 SK텔레콤의 테스트센터를 이용했다. 이 회사의 상생혁신센터는 1인 창조기업 19건을 지원했다. SK이노베이션은 협력업체가 베트남에서 공장보수사업을 165억원에 수주할 수 있게 지원하기도 했다. SK이노베이션 자회사인 SK종합화학은"
"2013-07-07","슈퍼레이스 3전, 인제 서킷서 혈투 벌어져","4위에 머물렀다.  다음 4전은 오는 8월4일 태백 레이싱파크에서 야간경기로 개최한다. 주최측은 지난해 같은 장소에서 나이트레이스를 무사히 치른 데다 선수들이 태백 서킷에 대한 경험이 풍부해 안전상 문제는 없을 것으로 보고 있다.  인제=안효문 기자 yomun@autotimes.co.kr   BMW 520d, 상반기에만 5,000대 이상 팔려   상반기 수입차, 폭스바겐-아우디 웃었다   SK이노베이션, 중국 업체와 전기차배터리 합작법인 설립"
"2013-07-07","야근시킨 팀장, 보너스 깎이고 승진도 불이익","SK이노베이션, 팀장 인사고에 '직원 야근' 반영  정유업계, 휴식문화 강화…여름휴가 2주는 '기본'  정유업계에 '쉴 땐 쉬는' 휴식 문화가 널리 퍼지고 있다.  2주간의 충분한 휴가는 기본이고 직원이 야근을 하면 팀장이 보너스나 ... '야근 철폐'를 위한 초강수를 둔 배경에는 구자영 부회장의 강력한 의지가 작용했다.  구 부회장은 2009년 3월 SK에너지 대표이사로 취임한 뒤 """"사람은 여유가 있어야 창의성을 발휘할 수 있다""""는 모토를 내세우고 만성적인 야근이야말로"
"2013-07-05","SK이노베이션, 에 전기차 배터리 기지","SK이노베이션이 중국에 전기차 배터리 합작법인을 만든다.  SK이노베이션은 5일 중국 베이징 시청에서 베이징자동차그룹, 베이징전공과 함께 전기차 배터리 합작법인 설립 계약을 체결했다고 발표했다. 베이징자동차그룹은 지난해 170만대의 차를 생산한 중국 4위 완성차 업체다. 베이징전공은 액정표시장치을 투자해 이르면 오는 9월 말까지"
"2013-07-04","악재 돌고 돌아…유로존 또 너냐!","하지만 이날 삼성전자 등 정유·화학주들이 동반 상승하는 배경이 됐다.  박연채 키움증권 리서치센터장은 “올 들어 환율이나 유가의 변동성이 커지면서 국내 기업들이 실적을 방어할 수"
"2013-07-04","정유주, 상승…국제유가 100달러 돌파","이집트 불안에 국제유가가 배럴당 100달러를 넘어 14개월만에 최고치로 급등하면서 정유주들이 동반 강세다.  4일 오전 9시5분 현재 SK이노베이션은 전날보다 1500원"
"2013-07-03","SK이노베이션, SK트레이딩인터내셔널 종속회사 편입","SK이노베이션은 3일 원유 및 석유관련제품 수출입을 주요사업으로 하는 SK트레이딩인터내셔널을 주요 종속회사로 편입했다고 공시했다. 편입 후 SK이노베이션의 보유지분은 100%다.  한경닷컴 정혁현 기자  chh03@hankyung.com"
